C11_0017	COG0009	9/9	Putative translation factor (SUA5)	Translation, ribosomal structure and biogenesis
C36_0040	COG0361	9/9	Translation initiation factor 1 (IF-1)	Translation, ribosomal structure and biogenesis
C36_0041	COG1490	8/9	D-Tyr-tRNAtyr deacylase	Translation, ribosomal structure and biogenesis
C36_0042	COG0024	9/9	Methionine aminopeptidase	Translation, ribosomal structure and biogenesis
C36_0045	COG0200	9/9	Ribosomal protein L15	Translation, ribosomal structure and biogenesis
C36_0046	COG1841	9/9	Ribosomal protein L30/L7E	Translation, ribosomal structure and biogenesis
C36_0047	COG0098	9/9	Ribosomal protein S5	Translation, ribosomal structure and biogenesis
C36_0048	COG0256	9/9	Ribosomal protein L18	Translation, ribosomal structure and biogenesis
C36_0049	COG0097	9/9	Ribosomal protein L6P/L9E	Translation, ribosomal structure and biogenesis
C36_0050	COG0096	9/9	Ribosomal protein S8	Translation, ribosomal structure and biogenesis
C36_0052	COG0199	9/9	Ribosomal protein S14	Translation, ribosomal structure and biogenesis
C36_0053	COG0094	9/9	Ribosomal protein L5	Translation, ribosomal structure and biogenesis
C36_0054	COG0198	9/9	Ribosomal protein L24	Translation, ribosomal structure and biogenesis
C36_0055	COG0093	9/9	Ribosomal protein L14	Translation, ribosomal structure and biogenesis
C36_0060	COG0186	9/9	Ribosomal protein S17	Translation, ribosomal structure and biogenesis
C36_0061	COG0255	9/9	Ribosomal protein L29	Translation, ribosomal structure and biogenesis
C36_0062	COG0197	9/9	Ribosomal protein L16/L10E	Translation, ribosomal structure and biogenesis
C36_0063	COG0092	9/9	Ribosomal protein S3	Translation, ribosomal structure and biogenesis
C36_0064	COG0091	9/9	Ribosomal protein L22	Translation, ribosomal structure and biogenesis
C36_0065	COG0185	9/9	Ribosomal protein S19	Translation, ribosomal structure and biogenesis
C36_0066	COG0090	9/9	Ribosomal protein L2	Translation, ribosomal structure and biogenesis
C36_0067	COG0089	9/9	Ribosomal protein L23	Translation, ribosomal structure and biogenesis
C36_0068	COG0088	9/9	Ribosomal protein L4	Translation, ribosomal structure and biogenesis
C36_0069	COG0087	9/9	Ribosomal protein L3	Translation, ribosomal structure and biogenesis
C36_0070	COG0051	9/9	Ribosomal protein S10	Translation, ribosomal structure and biogenesis
C36_0133	COG2813	3/9	16S RNA G1207 methylase RsmC	Translation, ribosomal structure and biogenesis
C36_0201	COG0251	9/9	Putative translation initiation inhibitor, yjgF family	Translation, ribosomal structure and biogenesis
C39_0085	COG0154	9/9	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	Translation, ribosomal structure and biogenesis
C39_0156	COG0154	9/9	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	Translation, ribosomal structure and biogenesis
C39_0246	COG0154	9/9	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	Translation, ribosomal structure and biogenesis
C40_0023	COG0251	9/9	Putative translation initiation inhibitor, yjgF family	Translation, ribosomal structure and biogenesis
C41_0002	COG0254	9/9	Ribosomal protein L31	Translation, ribosomal structure and biogenesis
C41_0004	COG0227	8/9	Ribosomal protein L28	Translation, ribosomal structure and biogenesis
C41_0005	COG0267	9/9	Ribosomal protein L33	Translation, ribosomal structure and biogenesis
C41_0006	COG0199	9/9	Ribosomal protein S14	Translation, ribosomal structure and biogenesis
C41_0007	COG0238	9/9	Ribosomal protein S18	Translation, ribosomal structure and biogenesis
C41_0052	COG0513	9/9	Superfamily II DNA and RNA helicases	Translation, ribosomal structure and biogenesis
C41_0120	COG0251	9/9	Putative translation initiation inhibitor, yjgF family	Translation, ribosomal structure and biogenesis
C41_0132	COG0566	9/9	rRNA methylases	Translation, ribosomal structure and biogenesis
C41_0179	COG0564	9/9	Pseudouridylate synthases, 23S RNA-specific	Translation, ribosomal structure and biogenesis
C42_0011	COG0042	8/9	tRNA-dihydrouridine synthase	Translation, ribosomal structure and biogenesis
C48_0003	COG0223	9/9	Methionyl-tRNA formyltransferase	Translation, ribosomal structure and biogenesis
C49_0103	COG0251	9/9	Putative translation initiation inhibitor, yjgF family	Translation, ribosomal structure and biogenesis
C4_0009	COG0590	9/9	Cytosine/adenosine deaminases	Translation, ribosomal structure and biogenesis
C4_0026	COG0343	3/9	Queuine/archaeosine tRNA-ribosyltransferase	Translation, ribosomal structure and biogenesis
C4_0031	COG0008	9/9	Glutamyl- and glutaminyl-tRNA synthetases	Translation, ribosomal structure and biogenesis
C4_0125	COG0251	9/9	Putative translation initiation inhibitor, yjgF family	Translation, ribosomal structure and biogenesis
C4_0178	COG0590	9/9	Cytosine/adenosine deaminases	Translation, ribosomal structure and biogenesis
C4_0253	COG2269	2/9	Truncated, possibly inactive, lysyl-tRNA synthetase (class II)	Translation, ribosomal structure and biogenesis
C4_0253	COG1190	8/9	Lysyl-tRNA synthetase (class II)	Translation, ribosomal structure and biogenesis
C4_0271	COG0215	9/9	Cysteinyl-tRNA synthetase	Translation, ribosomal structure and biogenesis
C4_0272	COG0566	9/9	rRNA methylases	Translation, ribosomal structure and biogenesis
C4_0294	COG1670	9/9	Acetyltransferases, including N-acetylases of ribosomal proteins	Translation, ribosomal structure and biogenesis
C4_0319	COG0566	9/9	rRNA methylases	Translation, ribosomal structure and biogenesis
C4_0399	COG3231	2/9	Aminoglycoside phosphotransferase	Translation, ribosomal structure and biogenesis
C4_0450	COG0242	9/9	N-formylmethionyl-tRNA deformylase	Translation, ribosomal structure and biogenesis
C4_0495	COG0252	6/9	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	Translation, ribosomal structure and biogenesis
C50_0017	COG0532	9/9	Translation initiation factor 2 (IF-2; GTPase)	Translation, ribosomal structure and biogenesis
C50_0031	COG0172	9/9	Seryl-tRNA synthetase	Translation, ribosomal structure and biogenesis
C52_0017	COG0532	9/9	Translation initiation factor 2 (IF-2; GTPase)	Translation, ribosomal structure and biogenesis
C52_0032	COG0024	9/9	Methionine aminopeptidase	Translation, ribosomal structure and biogenesis
C52_0160	COG2890	9/9	Methylase of polypeptide chain release factors	Translation, ribosomal structure and biogenesis
C52_0237	COG1670	9/9	Acetyltransferases, including N-acetylases of ribosomal proteins	Translation, ribosomal structure and biogenesis
C53_0002	COG0359	9/9	Ribosomal protein L9	Translation, ribosomal structure and biogenesis
C53_0003	COG0238	9/9	Ribosomal protein S18	Translation, ribosomal structure and biogenesis
C55_0027	COG1889	0/9	Fibrillarin-like rRNA methylase	Translation, ribosomal structure and biogenesis
C56_0012	COG1825	9/9	Ribosomal protein L25 (general stress protein Ctc)	Translation, ribosomal structure and biogenesis
C56_0013	COG0193	9/9	Peptidyl-tRNA hydrolase	Translation, ribosomal structure and biogenesis
C56_0015	COG4108	4/9	Peptide chain release factor RF-3	Translation, ribosomal structure and biogenesis
C56_0024	COG0030	9/9	Dimethyladenosine transferase (rRNA methylation)	Translation, ribosomal structure and biogenesis
C56_0027	COG0143	9/9	Methionyl-tRNA synthetase	Translation, ribosomal structure and biogenesis
C57_0002	COG1670	9/9	Acetyltransferases, including N-acetylases of ribosomal proteins	Translation, ribosomal structure and biogenesis
C58_0020	COG0495	9/9	Leucyl-tRNA synthetase	Translation, ribosomal structure and biogenesis
C58_0033	COG0617	9/9	tRNA nucleotidyltransferase/poly(A) polymerase	Translation, ribosomal structure and biogenesis
C58_0053	COG0594	7/9	RNase P protein component	Translation, ribosomal structure and biogenesis
C58_0055	COG0230	8/9	Ribosomal protein L34	Translation, ribosomal structure and biogenesis
C60_0037	COG2026	2/9	Cytotoxic translational repressor of toxin-antitoxin stability system	Translation, ribosomal structure and biogenesis
C60_0104	COG0242	9/9	N-formylmethionyl-tRNA deformylase	Translation, ribosomal structure and biogenesis
C6_0039	COG0267	9/9	Ribosomal protein L33	Translation, ribosomal structure and biogenesis
C6_0044	COG0080	9/9	Ribosomal protein L11	Translation, ribosomal structure and biogenesis
C6_0045	COG0081	9/9	Ribosomal protein L1	Translation, ribosomal structure and biogenesis
C6_0048	COG0244	9/9	Ribosomal protein L10	Translation, ribosomal structure and biogenesis
C6_0049	COG0222	9/9	Ribosomal protein L7/L12	Translation, ribosomal structure and biogenesis
C6_0089	COG0251	9/9	Putative translation initiation inhibitor, yjgF family	Translation, ribosomal structure and biogenesis
C6_0118	COG0048	9/9	Ribosomal protein S12	Translation, ribosomal structure and biogenesis
C6_0119	COG0049	9/9	Ribosomal protein S7	Translation, ribosomal structure and biogenesis
C6_0120	COG0480	9/9	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis
C6_0121	COG0050	9/9	GTPases - translation elongation factors	Translation, ribosomal structure and biogenesis
C7_0011	COG0012	9/9	Predicted GTPase, probable translation factor	Translation, ribosomal structure and biogenesis
C7_0140	COG0532	9/9	Translation initiation factor 2 (IF-2; GTPase)	Translation, ribosomal structure and biogenesis
C8_0022	COG0513	9/9	Superfamily II DNA and RNA helicases	Translation, ribosomal structure and biogenesis
C8_0030	COG0251	9/9	Putative translation initiation inhibitor, yjgF family	Translation, ribosomal structure and biogenesis
C8_0051	COG0564	9/9	Pseudouridylate synthases, 23S RNA-specific	Translation, ribosomal structure and biogenesis
C15_0042	COG1949	9/9	Oligoribonuclease (3'->5' exoribonuclease)	RNA processing and modification
C11_0002	COG1167	9/9	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	Transcription
C11_0022	COG1158	9/9	Transcription termination factor	Transcription
C11_0036	COG1846	9/9	Transcriptional regulators	Transcription
C11_0037	COG1846	9/9	Transcriptional regulators	Transcription
C11_0045	COG0553	8/9	Superfamily II DNA/RNA helicases, SNF2 family	Transcription
C11_0057	COG2390	3/9	Transcriptional regulator, contains sigma factor-related N-terminal domain	Transcription
C12_0005	COG1309	9/9	Transcriptional regulator	Transcription
C12_0009	COG1438	9/9	Arginine repressor	Transcription
C12_0043	COG4977	3/9	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	Transcription
C12_0055	COG2207	8/9	AraC-type DNA-binding domain-containing proteins	Transcription
C12_0072	COG1846	9/9	Transcriptional regulators	Transcription
C12_0088	COG0583	9/9	Transcriptional regulator	Transcription
C12_0097	COG1309	9/9	Transcriptional regulator	Transcription
C12_0103	COG1846	9/9	Transcriptional regulators	Transcription
C12_0109	COG1309	9/9	Transcriptional regulator	Transcription
C12_0164	COG0515	9/9	Serine/threonine protein kinase	Transcription
C12_0169	COG1940	9/9	Transcriptional regulator/sugar kinase	Transcription
C12_0182	COG1522	7/9	Transcriptional regulators	Transcription
C13_0016	COG0557	3/9	Exoribonuclease R	Transcription
C13_0033	COG0583	9/9	Transcriptional regulator	Transcription
C14_0010	COG0583	9/9	Transcriptional regulator	Transcription
C14_0012	COG1846	9/9	Transcriptional regulators	Transcription
C14_0013	COG1309	9/9	Transcriptional regulator	Transcription
C14_0023	COG1278	9/9	Cold shock proteins	Transcription
C14_0039	COG0640	9/9	Predicted transcriptional regulators	Transcription
C14_0042	COG1846	9/9	Transcriptional regulators	Transcription
C14_0043	COG1309	9/9	Transcriptional regulator	Transcription
C14_0046	COG0640	9/9	Predicted transcriptional regulators	Transcription
C14_0057	COG2207	8/9	AraC-type DNA-binding domain-containing proteins	Transcription
C14_0059	COG1309	9/9	Transcriptional regulator	Transcription
C14_0066	COG2197	8/9	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	Transcription
C14_0072	COG0640	9/9	Predicted transcriptional regulators	Transcription
C14_0084	COG1420	9/9	Transcriptional regulator of heat shock gene	Transcription
C14_0085	COG5450	6/9	Transcription regulator of the Arc/MetJ class	Transcription
C14_0121	COG1167	9/9	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	Transcription
C14_0123	COG1802	8/9	Transcriptional regulators	Transcription
C14_0131	COG0454	9/9	Histone acetyltransferase HPA2 and related acetyltransferases	Transcription
C14_0134	COG0846	8/9	NAD-dependent protein deacetylases, SIR2 family	Transcription
C14_0146	COG1191	5/9	DNA-directed RNA polymerase specialized sigma subunit	Transcription
C14_0156	COG1414	8/9	Transcriptional regulator	Transcription
C14_0160	COG1309	9/9	Transcriptional regulator	Transcription
C15_0023	COG1846	9/9	Transcriptional regulators	Transcription
C15_0033	COG1309	9/9	Transcriptional regulator	Transcription
C15_0036	COG1695	9/9	Predicted transcriptional regulators	Transcription
C15_0047	COG1414	8/9	Transcriptional regulator	Transcription
C15_0065	COG3835	0/9	Sugar diacid utilization regulator	Transcription
C15_0066	COG1309	9/9	Transcriptional regulator	Transcription
C15_0082	COG2208	5/9	Serine phosphatase RsbU, regulator of sigma subunit	Transcription
C16_0015	COG1309	9/9	Transcriptional regulator	Transcription
C16_0039	COG1309	9/9	Transcriptional regulator	Transcription
C16_0048	COG1309	9/9	Transcriptional regulator	Transcription
C16_0049	COG0583	9/9	Transcriptional regulator	Transcription
C16_0062	COG0583	9/9	Transcriptional regulator	Transcription
C16_0084	COG1309	9/9	Transcriptional regulator	Transcription
C16_0088	COG1309	9/9	Transcriptional regulator	Transcription
C16_0089	COG4578	6/9	Glucitol operon activator	Transcription
C16_0100	COG1199	8/9	Rad3-related DNA helicases	Transcription
C17_0014	COG1386	9/9	Predicted transcriptional regulator containing the HTH domain	Transcription
C17_0023	COG1061	9/9	DNA or RNA helicases of superfamily II	Transcription
C17_0030	COG1309	9/9	Transcriptional regulator	Transcription
C17_0035	COG1940	9/9	Transcriptional regulator/sugar kinase	Transcription
C17_0045	COG1309	9/9	Transcriptional regulator	Transcription
C17_0065	COG1309	9/9	Transcriptional regulator	Transcription
C17_0066	COG1414	8/9	Transcriptional regulator	Transcription
C17_0079	COG1309	9/9	Transcriptional regulator	Transcription
C17_0091	COG1846	9/9	Transcriptional regulators	Transcription
C17_0094	COG1609	8/9	Transcriptional regulators	Transcription
C17_0097	COG1940	9/9	Transcriptional regulator/sugar kinase	Transcription
C18_0016	COG0789	9/9	Predicted transcriptional regulators	Transcription
C18_0018	COG0789	9/9	Predicted transcriptional regulators	Transcription
C18_0029	COG0513	9/9	Superfamily II DNA and RNA helicases	Transcription
C18_0032	COG0513	9/9	Superfamily II DNA and RNA helicases	Transcription
C18_0034	COG3682	8/9	Predicted transcriptional regulator	Transcription
C19_0006	COG0378	7/9	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	Transcription
C19_0008	COG0640	9/9	Predicted transcriptional regulators	Transcription
C1_0023	COG0515	9/9	Serine/threonine protein kinase	Transcription
C1_0024	COG0515	9/9	Serine/threonine protein kinase	Transcription
C1_0033	COG1309	9/9	Transcriptional regulator	Transcription
C1_0043	COG0583	9/9	Transcriptional regulator	Transcription
C1_0082	COG1846	9/9	Transcriptional regulators	Transcription
C1_0086	COG1396	8/9	Predicted transcriptional regulators	Transcription
C1_0103	COG1309	9/9	Transcriptional regulator	Transcription
C1_0114	COG0789	9/9	Predicted transcriptional regulators	Transcription
C1_0118	COG1846	9/9	Transcriptional regulators	Transcription
C20_0007	COG2197	8/9	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	Transcription
C21_0004	COG2197	8/9	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	Transcription
C21_0028	COG2378	9/9	Predicted transcriptional regulator	Transcription
C21_0029	COG2378	9/9	Predicted transcriptional regulator	Transcription
C23_0003	COG1309	9/9	Transcriptional regulator	Transcription
C23_0016	COG2345	9/9	Predicted transcriptional regulator	Transcription
C24_0016	COG1695	9/9	Predicted transcriptional regulators	Transcription
C24_0023	COG1758	9/9	DNA-directed RNA polymerase, subunit K/omega	Transcription
C24_0033	COG0781	9/9	Transcription termination factor	Transcription
C25_0014	COG0317	9/9	Guanosine polyphosphate pyrophosphohydrolases/synthetases	Transcription
C27_0004	COG0454	9/9	Histone acetyltransferase HPA2 and related acetyltransferases	Transcription
C27_0022	COG1396	8/9	Predicted transcriptional regulators	Transcription
C27_0029	COG1595	9/9	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	Transcription
C27_0050	COG1940	9/9	Transcriptional regulator/sugar kinase	Transcription
C27_0051	COG0568	9/9	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	Transcription
C28_0002	COG2197	8/9	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	Transcription
C28_0005	COG1061	9/9	DNA or RNA helicases of superfamily II	Transcription
C28_0010	COG0568	9/9	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	Transcription
C28_0011	COG0454	9/9	Histone acetyltransferase HPA2 and related acetyltransferases	Transcription
C28_0013	COG1321	9/9	Mn-dependent transcriptional regulator	Transcription
C28_0023	COG0583	9/9	Transcriptional regulator	Transcription
C28_0030	COG1327	9/9	Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains	Transcription
C28_0033	COG1974	9/9	SOS-response transcriptional repressors (RecA-mediated autopeptidases)	Transcription
C28_0037	COG1349	6/9	Transcriptional regulators of sugar metabolism	Transcription
C29_0006	COG1309	9/9	Transcriptional regulator	Transcription
C29_0010	COG1842	8/9	Phage shock protein A (IM30), suppresses sigma54-dependent transcription	Transcription
C29_0011	COG1396	8/9	Predicted transcriptional regulators	Transcription
C29_0071	COG1321	9/9	Mn-dependent transcriptional regulator	Transcription
C2_0008	COG1316	9/9	Transcriptional regulator	Transcription
C2_0042	COG1595	9/9	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	Transcription
C2_0045	COG1309	9/9	Transcriptional regulator	Transcription
C2_0096	COG1846	9/9	Transcriptional regulators	Transcription
C2_0129	COG1309	9/9	Transcriptional regulator	Transcription
C2_0130	COG0789	9/9	Predicted transcriptional regulators	Transcription
C30_0001	COG0195	9/9	Transcription elongation factor	Transcription
C30_0005	COG1309	9/9	Transcriptional regulator	Transcription
C30_0024	COG1725	8/9	Predicted transcriptional regulators	Transcription
C30_0035	COG0583	9/9	Transcriptional regulator	Transcription
C30_0065	COG2183	6/9	Transcriptional accessory protein	Transcription
C30_0084	COG0571	9/9	dsRNA-specific ribonuclease	Transcription
C30_0091	COG1200	9/9	RecG-like helicase	Transcription
C30_0108	COG1414	8/9	Transcriptional regulator	Transcription
C31_0012	COG2197	8/9	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	Transcription
C32_0012	COG1309	9/9	Transcriptional regulator	Transcription
C32_0071	COG3710	4/9	DNA-binding winged-HTH domains	Transcription
C32_0081	COG2186	9/9	Transcriptional regulators	Transcription
C32_0086	COG1309	9/9	Transcriptional regulator	Transcription
C32_0090	COG0513	9/9	Superfamily II DNA and RNA helicases	Transcription
C32_0104	COG1595	9/9	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	Transcription
C33_0006	COG0745	9/9	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	Transcription
C33_0023	COG1316	9/9	Transcriptional regulator	Transcription
C33_0030	COG0745	9/9	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	Transcription
C33_0057	COG3835	0/9	Sugar diacid utilization regulator	Transcription
C33_0060	COG1522	7/9	Transcriptional regulators	Transcription
C33_0077	COG1167	9/9	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	Transcription
C34_0022	COG1609	8/9	Transcriptional regulators	Transcription
C34_0023	COG2188	8/9	Transcriptional regulators	Transcription
C35_0012	COG0745	9/9	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	Transcription
